text,sentiment_pred,urgency
THIS HEAD SET IS THEE NUMBER 1..TAKE IT FROM ME I BEEN DRIVING A SEMI FOR 19 LONG YRS..I'VE HAD OTHERS BUT THIS IS BEYOND THEE BEST EVER MADE..I STOOD UNDER THE REFER ON THE TRAILER AND CALLED MY GIRFRIEND WHILE THE REFER WAS RUNNING..AND THEY ARE LOUD..I WAS ABLE TO CARRY A CONVERSATION WITH HER ON THE OTHER END OF THE PHONE..SHE COULD ONLY HEAR ME AND NOT THE REFER.. AWSOME HEADSET EVERMADE!!! THANK YOU!! THE HAPPY TRUCK DRIVER OF SOUTHERN NEW JERSEY,positive,0.2
I purchased this and it worked for about a year- then the antennae would not retract and I had to use scotch tape to retract it or I would wear out the battery charge. I finally replaced it- it worked well while it lasted.,negative,0.2
"I don't use this on a bike, I clamped it to the top of my hiking stick. It does sit sideways, but that's fine with me. Holding up fine so far.",positive,0.2
Very impressed. Keys worked in all locks flawlessly. Will be ordering more.,positive,0.2
Worst device I ever bought. Terrible sound quality. Everyone says I sound like I am under water.,negative,0.4
"i wanted a cute salt and pepper shaker for the holiday season... and when I came across this i knew I had to get it. Its super cute, i am very happy with it.",positive,0.2
"This phone was supposed to be silver. It is 'black'! O.K., so my husband doesn't care. However, it has given him nothing but trouble. It ""gradually"" got worse on signal & often would change the time of day by itself. quirky stuff like that. Won't buy from this seller again...",negative,0.2
Perfect for holding my projects in place,positive,0.2
this is the second car charger i have bought from amazon. the first one just fell apart but i guess thats what i get for paying a penny for it huh?,neutral,0.2
"All I can say is that this devices is too fragile for everyday use. The earbuds glue gives out over time and you must purchase replacements. But worse, the ear loop that holds it in your ear, bend very easily and the slightest twist in your pocket will snap it in half. These cannot be replaced outside of the warranty period. Now for the function of the device, I have yet to have it work as advertised. Most people on the other end complain that the sound quality is horrible either with or without the sound cancellation. Great marketing gimmick, but does not work. Save you money and look for a better, long-lasting product!",negative,0.8
"I bought this to replace a universal model mounted to my air vent. It came with a slim manual (normal these days... at least it was included in print). Really liked that it had an extension piece for the arm and all the parts connected by nice strong ball joints that let me position the iPhone 3GS exactly where I want it and in portrait or landscape mode. I used the suction cup mount to attach to the windshield with NO PROBLEMS what-so-ever. Didn't have to press hard when dialing down the suction cup and its never came off while driving. Its used in a Ford Escape. The problems others are having could be due to different curvatures in windshields possibly or maybe bad example shipped. Its also possible their windshields aren't clean which could also be an issue. It does come with a sticky padded disc mount should you prefer to mount to a dash instead too. The cradle for the iPhone holds it nicely. It almost snaps in place and pops out to assure its secure position. Sure it doesn't allow a case to be used but could you imagine making the cradle adapt to so many different cases? Or it would have to rely on a universally adjustable arms to hold it like my previous mount. That's more messing around when putting in and pulliing it out of the cradle and I prefer the quick pop in and out method. It also frees up the top and bottom for power charger connection and headphone jack access. Actually, you can access all the controls easily. What would make this better? Maybe add a sync connector that employs power and audio out signals that can be hard wired through back of dash. Add a nice slim hardshelled case that comes with adapter that works with case for arm sold seperately (More money Griffin! Wake up your marketing team!). Overall I highly recommend. Great product at a good price.",positive,0.4
