ts,text,sentiment,urgency,aspects
2025-08-14T22:51:46,Nothing special about it — damaged packaging,neutral,low,
2025-08-14T22:54:33,The product is okay — too expensive,neutral,low,price
2025-08-14T22:49:14,Great value for the price — fast shipping,positive,low,price|shipping
2025-08-14T22:06:28,Battery dies quickly — poor quality,neutral,low,quality
2025-08-14T22:59:08,Amazing battery life — defective unit,negative,low,quality
2025-08-14T22:27:01,Fast delivery and well packed — on-time delivery,neutral,low,shipping
2025-08-14T22:25:47,Great value for the price,positive,low,price
2025-08-14T22:52:32,Amazing battery life — feels solid,positive,low,
2025-08-14T22:38:29,Camera is fantastic — fast shipping,neutral,low,shipping
2025-08-14T22:18:59,Overpriced for what it offers — excellent build,positive,low,price
2025-08-14T22:06:33,Overpriced for what it offers — great price,positive,low,price
2025-08-14T22:19:00,Overpriced for what it offers — stopped working,neutral,low,price
2025-08-14T22:29:56,Arrived late and box was damaged — poor quality,negative,high,quality
2025-08-14T23:31:51,The item was broken and I want a refund — stopped working,negative,high,quality
2025-08-14T23:12:08,The item was broken and I want a refund,negative,high,quality
2025-08-14T23:17:18,Camera is fantastic — defective unit,negative,low,quality
2025-08-14T23:50:54,Arrived late and box was damaged — overpriced,negative,high,price
2025-08-14T23:14:44,Overpriced for what it offers — fast shipping,neutral,low,price|shipping
2025-08-14T23:06:14,It works as expected — stopped working,neutral,low,
2025-08-14T23:45:27,Battery dies quickly — defective unit,negative,low,quality
2025-08-14T23:25:58,"Excellent quality, I loved it",positive,low,quality
2025-08-14T23:09:25,Camera is fantastic — defective unit,negative,low,quality
2025-08-14T23:36:12,Great value for the price — overpriced,positive,low,price
2025-08-14T23:24:22,The item was broken and I want a refund — stopped working,negative,high,quality
2025-08-14T23:08:01,Overpriced for what it offers — late delivery,negative,high,price|shipping
2025-08-14T23:30:20,Arrived late and box was damaged — fast shipping,negative,high,shipping
2025-08-14T23:15:08,Amazing battery life — slow courier,positive,low,shipping
2025-08-14T23:52:45,Poor camera quality — great price,positive,low,price|quality
2025-08-14T23:59:52,It works as expected — slow courier,neutral,low,shipping
2025-08-14T23:54:48,Arrived late and box was damaged — cheap build for the price,negative,high,price
2025-08-14T23:17:03,Average performance — cheap build for the price,neutral,low,price
2025-08-14T23:28:24,Arrived late and box was damaged — great price,negative,high,price
2025-08-14T23:52:47,Overpriced for what it offers — fast shipping,neutral,low,price|shipping
2025-08-15T00:20:29,Arrived late and box was damaged — fast shipping,negative,high,shipping
2025-08-15T00:46:27,Fast delivery and well packed — great price,positive,low,price|shipping
2025-08-15T00:28:01,"Excellent quality, I loved it — overpriced",positive,low,price|quality
2025-08-15T00:23:42,"Excellent quality, I loved it — on-time delivery",positive,low,quality|shipping
2025-08-15T00:39:27,Camera is fantastic,neutral,low,
2025-08-15T00:24:32,Camera is fantastic — great price,positive,low,price
2025-08-15T00:18:01,Overpriced for what it offers — poor quality,neutral,low,price|quality
2025-08-15T00:53:55,Battery dies quickly — slow courier,neutral,low,shipping
2025-08-15T00:05:59,The product is okay — poor quality,neutral,low,quality
2025-08-15T00:54:09,Arrived late and box was damaged — overpriced,negative,high,price
2025-08-15T00:02:57,Poor camera quality — stopped working,neutral,low,quality
2025-08-15T00:10:09,Arrived late and box was damaged,negative,high,
2025-08-15T00:34:52,Battery dies quickly — overpriced,neutral,low,price
2025-08-15T00:39:09,The item was broken and I want a refund — on-time delivery,negative,high,quality|shipping
2025-08-15T00:12:20,Poor camera quality,neutral,low,quality
2025-08-15T00:06:15,Camera is fantastic,neutral,low,
2025-08-15T00:10:15,Poor camera quality — defective unit,negative,low,quality
2025-08-15T00:09:45,The item was broken and I want a refund — defective unit,negative,high,quality
2025-08-15T00:32:39,Camera is fantastic,neutral,low,
2025-08-15T00:30:09,Great value for the price — on-time delivery,positive,low,price|shipping
2025-08-15T01:06:05,Camera is fantastic — fast shipping,neutral,low,shipping
2025-08-15T01:33:20,Amazing battery life,positive,low,
2025-08-15T01:00:24,Poor camera quality — on-time delivery,neutral,low,quality|shipping
2025-08-15T01:15:50,Great value for the price — late delivery,negative,high,price|shipping
2025-08-15T01:45:18,Battery dies quickly — poor quality,neutral,low,quality
2025-08-15T01:58:33,Battery dies quickly — damaged packaging,neutral,low,
2025-08-15T01:43:09,No issues so far — cheap build for the price,neutral,medium,price
2025-08-15T01:27:36,No issues so far — feels solid,neutral,medium,
2025-08-15T01:54:53,Poor camera quality — fast shipping,neutral,low,quality|shipping
2025-08-15T01:20:39,The item was broken and I want a refund — great price,negative,high,price|quality
2025-08-15T01:57:52,Average performance — feels solid,neutral,low,
2025-08-15T01:52:37,No issues so far,neutral,medium,
2025-08-15T01:11:48,It works as expected — stopped working,neutral,low,
2025-08-15T01:23:53,Great value for the price — stopped working,positive,low,price
2025-08-15T01:33:51,Overpriced for what it offers,neutral,low,price
2025-08-15T01:05:29,"Excellent quality, I loved it — slow courier",positive,low,quality|shipping
2025-08-15T01:41:18,Battery dies quickly,neutral,low,
2025-08-15T01:09:48,Arrived late and box was damaged — damaged packaging,negative,high,
2025-08-15T01:26:05,"Excellent quality, I loved it — cheap build for the price",positive,low,price|quality
2025-08-15T01:42:47,Battery dies quickly — slow courier,neutral,low,shipping
2025-08-15T02:09:09,Camera is fantastic — too expensive,neutral,low,price
2025-08-15T02:04:22,No issues so far — slow courier,neutral,medium,shipping
2025-08-15T02:19:23,Poor camera quality — stopped working,neutral,low,quality
2025-08-15T02:05:54,The product is okay — great price,positive,low,price
2025-08-15T02:18:52,Battery dies quickly,neutral,low,
2025-08-15T02:50:57,It works as expected — stopped working,neutral,low,
2025-08-15T02:58:21,Arrived late and box was damaged,negative,high,
2025-08-15T02:10:59,Amazing battery life — fast shipping,positive,low,shipping
2025-08-15T02:48:46,Overpriced for what it offers,neutral,low,price
2025-08-15T02:49:37,Overpriced for what it offers — feels solid,neutral,low,price
2025-08-15T02:18:54,Fast delivery and well packed — fast shipping,neutral,low,shipping
2025-08-15T02:21:48,Battery dies quickly — damaged packaging,neutral,low,
2025-08-15T02:56:44,Fast delivery and well packed,neutral,low,shipping
2025-08-15T02:57:21,Amazing battery life — poor quality,positive,low,quality
2025-08-15T02:30:31,No issues so far — worth the cost,neutral,medium,price
2025-08-15T02:20:10,Average performance — worth the cost,neutral,low,price
2025-08-15T02:45:31,Great value for the price — damaged packaging,positive,low,price
2025-08-15T02:47:45,Arrived late and box was damaged — great price,negative,high,price
2025-08-15T02:49:21,Fast delivery and well packed — excellent build,positive,low,shipping
2025-08-15T02:43:32,It works as expected — feels solid,neutral,low,
2025-08-15T03:31:27.438904,The product arrived late and the quality was terrible,negative,high,quality
2025-08-15T03:31:28.886352,The product arrived on time and works perfectly,positive,low,
2025-08-15T03:31:28.890614,The packaging was damaged and the item was broken,negative,high,quality
2025-08-15T03:31:28.898726,Customer service was very helpful and polite,neutral,low,
2025-08-14T15:20:40,No issues so far,neutral,medium,
2025-08-14T15:23:39,Fast delivery and well packed — on-time delivery,neutral,low,shipping
2025-08-14T15:19:16,Arrived late and box was damaged — great price,negative,high,price
2025-08-14T15:41:45,Amazing battery life — on-time delivery,positive,low,shipping
2025-08-14T15:48:32,No issues so far — late delivery,negative,high,shipping
2025-08-14T15:05:32,Poor camera quality,neutral,low,quality
2025-08-14T15:03:43,Fast delivery and well packed — slow courier,neutral,low,shipping
2025-08-14T15:10:26,Fast delivery and well packed — excellent build,positive,low,shipping
2025-08-14T15:15:50,Arrived late and box was damaged — great price,negative,high,price
2025-08-14T15:20:52,Arrived late and box was damaged — fast shipping,negative,high,shipping
2025-08-14T15:20:42,Battery dies quickly — poor quality,neutral,low,quality
2025-08-14T15:34:09,It works as expected — poor quality,neutral,low,quality
2025-08-14T15:44:37,The item was broken and I want a refund — slow courier,negative,high,quality|shipping
2025-08-14T15:26:49,The item was broken and I want a refund — late delivery,negative,high,quality|shipping
2025-08-14T15:39:14,The item was broken and I want a refund — late delivery,negative,high,quality|shipping
2025-08-14T15:38:39,Battery dies quickly — excellent build,positive,low,
2025-08-14T15:43:53,Great value for the price — too expensive,positive,low,price
2025-08-14T15:07:52,Fast delivery and well packed — poor quality,neutral,low,quality|shipping
2025-08-14T15:38:03,Fast delivery and well packed — defective unit,negative,low,quality|shipping
2025-08-14T15:10:30,Fast delivery and well packed — overpriced,neutral,low,price|shipping
2025-08-14T16:46:39,Battery dies quickly — cheap build for the price,neutral,low,price
2025-08-14T16:58:40,Amazing battery life — worth the cost,positive,low,price
2025-08-14T16:14:06,No issues so far — great price,positive,medium,price
2025-08-14T16:08:39,Fast delivery and well packed — great price,positive,low,price|shipping
2025-08-14T16:05:48,Poor camera quality — worth the cost,neutral,low,price|quality
2025-08-14T16:29:33,"Excellent quality, I loved it — cheap build for the price",positive,low,price|quality
2025-08-14T16:16:43,No issues so far — damaged packaging,neutral,medium,
2025-08-14T16:52:38,Camera is fantastic,neutral,low,
2025-08-14T16:12:54,It works as expected,neutral,low,
2025-08-14T16:27:52,Overpriced for what it offers — damaged packaging,neutral,low,price
2025-08-14T16:12:09,Arrived late and box was damaged — poor quality,negative,high,quality
2025-08-14T16:20:06,Battery dies quickly — on-time delivery,neutral,low,shipping
2025-08-14T16:19:59,Amazing battery life — overpriced,positive,low,price
2025-08-14T16:32:17,Overpriced for what it offers,neutral,low,price
2025-08-14T16:20:52,Poor camera quality,neutral,low,quality
2025-08-14T16:01:03,Great value for the price — great price,positive,low,price
2025-08-14T16:34:30,Camera is fantastic — worth the cost,neutral,low,price
2025-08-14T16:07:50,Fast delivery and well packed — stopped working,neutral,low,shipping
2025-08-14T16:46:17,Poor camera quality — on-time delivery,neutral,low,quality|shipping
2025-08-14T16:46:37,Overpriced for what it offers — poor quality,neutral,low,price|quality
2025-08-14T17:26:01,Great value for the price — fast shipping,positive,low,price|shipping
2025-08-14T17:53:54,Amazing battery life — too expensive,positive,low,price
2025-08-14T17:03:11,The item was broken and I want a refund — feels solid,negative,high,quality
2025-08-14T17:33:16,Amazing battery life — on-time delivery,positive,low,shipping
2025-08-14T17:40:05,Overpriced for what it offers — cheap build for the price,neutral,low,price
2025-08-14T17:21:04,Average performance — late delivery,negative,high,shipping
2025-08-14T17:18:39,Arrived late and box was damaged,negative,high,
2025-08-14T17:24:24,Great value for the price — worth the cost,positive,low,price
2025-08-14T17:50:39,"Excellent quality, I loved it — great price",positive,low,price|quality
2025-08-14T17:15:38,Overpriced for what it offers — late delivery,negative,high,price|shipping
